"학교종류명","설립구분","표준학교코드","학교명","영문학교명","관할조직명","도로명우편번호","도로명주소","도로명상세주소","전화번호","홈페이지주소","팩스번호","남녀공학구분명","고등학교구분명","산업체특별학급존재여부","고등학교일반실업구분명","특수목적고등학교계열명","입시전후기구분명","주야구분명","설립일자","개교기념일","시도교육청코드","시도교육청명","소재지명","적재일시"
"초등학교","공립","7130129","서울버들초등학교","Seoul Beodle Elementary School","서울특별시강동송파교육지원청","05555","서울특별시 송파구 석촌호수로 81","/ 서울버들초등학교 (잠실동)","02-2203-6412","https://seoulbeodle.sen.es.kr/","02-2203-6415","남여공학","","N","해당없음","","전기","주간","20070901","20071129","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7130128","서울방이초등학교","Seoul Bang-i Elementary School","서울특별시강동송파교육지원청","05636","서울특별시 송파구 위례성대로10길 4","/ 서울방이초등학교 (방이동)","02-420-8477","http://bangi.sen.es.kr/","02-420-8479","남여공학","","N","일반계","","전기","주간","19810909","19820404","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7130127","서울방산초등학교","Seoul Bangsan Elementary School","서울특별시강동송파교육지원청","05645","서울특별시 송파구 오금로27길 42","(방이동)","02-420-5221","http://sbangsan.sen.es.kr","02-420-7140","남여공학","","N","일반계","","전기","주간","19911030","19920901","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7130126","서울문현초등학교","Seoul Munhyeon Elementary school","서울특별시강동송파교육지원청","05799","서울특별시 송파구 충민로 137","/ (서울문현초등학교) (장지동)","02-402-9170","http://s-mh.sen.es.kr","02- 402-9017","남여공학","","N","해당없음","","전기","주간","20070901","20071206","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7130125","서울문정초등학교","Seoul Munjeong Elementary School","서울특별시강동송파교육지원청","05797","서울특별시 송파구 문정로5길 20","/ 문정초등학교 (문정동)","02-404-8501","http://www.moonjung.es.kr","02-443-5175","남여공학","","N","일반계","","전기","주간","19841205","19850417","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7130124","서울문덕초등학교","Seoul Moondeok Elementary School","서울특별시강동송파교육지원청","05809","서울특별시 송파구 송이로34길 60","(문정동)","02-409-9817","http://www.moondeok.es.kr","02-406-5224","남여공학","","N","일반계","","전기","주간","19930720","19931026","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7130123","서울묘곡초등학교","Seoul Myogok Elementary School","서울특별시강동송파교육지원청","05232","서울특별시 강동구 동남로79길 46","(고덕동)","02-427-4167","www.myogok.es.kr","02-427-9879","남여공학","","N","일반계","","전기","주간","19850710","19851023","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7130122","서울명일초등학교","Seoul Myeong-il Elementary School","서울특별시강동송파교육지원청","05256","서울특별시 강동구 고덕로38길 8","(암사동/ 서울명일초등학교)","02-441-5313","http://www.myeongil.es.kr","02-429-9888","남여공학","","N","일반계","","전기","주간","19800510","19801006","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7130121","서울명원초등학교","Seoul Myeongwon Elementary School","서울특별시강동송파교육지원청","05268","서울특별시 강동구 명일로 364","/ 서울명원초등학교 (명일동)","02-428-2433","http://www.myongwon.es.kr","02-428-3163","남여공학","","N","일반계","","전기","주간","19861217","19870422","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7130120","서울명덕초등학교","Seoul MyeongDeok Elementary School","서울특별시강동송파교육지원청","05230","서울특별시 강동구 양재대로156길 11","/ 서울명덕초등학교 (고덕동)","02-441-2156","http://myungduk.sen.es.kr","02-441-4298","남여공학","","N","일반계","","전기","주간","19841205","19850503","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7130119","서울마천초등학교","Seoul Macheon Elementary School","서울특별시강동송파교육지원청","05758","서울특별시 송파구 마천로61다길 24","/ 서울마천초등학교 (마천동)","02-400-6773","http://www.smacheon.es.kr","02-448-3475","남여공학","","N","일반계","","전기","주간","19780201","19780504","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7130118","서울둔촌초등학교","Seoul Dunchon Elementary School","서울특별시강동송파교육지원청","05409","서울특별시 강동구 양재대로88길 27","/ 서울둔촌초등학교 (둔촌동)","02-475-4879","www.dunchon.es.kr","02-486-5919","남여공학","","N","일반계","","전기","주간","19791220","19800411","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7130117","서울대명초등학교","Seoul Daemyeong Elementary School","서울특별시강동송파교육지원청","05271","서울특별시 강동구 상암로 271","(명일동/서울대명초등학교)","02-481-7871","http://www.daemyeong.es.kr","02-481-7876","남여공학","","N","일반계","","전기","주간","19860301","19860506","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7130116","서울남천초등학교","Seoul Namcheon Elementary School","서울특별시강동송파교육지원청","05745","서울특별시 송파구 성내천로 207","(마천동)","02-3401-0651","http://www.s-namcheon.es.kr","02-3401-0654","남여공학","","N","일반계","","전기","주간","19831203","19840503","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7130115","서울길동초등학교","Seoul Gildong Elementary School","서울특별시강동송파교육지원청","05344","서울특별시 강동구 양재대로116길 69","/ 서울길동초등학교 (길동)","02-475-5591","http://www.gildong.es.kr","02-483-4136","남여공학","","N","일반계","","전기","주간","19730106","19740607","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7130114","서울고일초등학교","Seoul Goil Elementary School","서울특별시강동송파교육지원청","05275","서울특별시 강동구 구천면로93길 20","/ 서울고일초등학교 (상일동)","02-428-9088","http://goil.es.kr","02-428-9085","남여공학","","N","일반계","","전기","주간","19831203","19840506","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7130113","서울고명초등학교","Seoul Gomyeong Elementary School","서울특별시강동송파교육지원청","05267","서울특별시 강동구 고덕로46길 53","/ 서울고명초등학교 (명일동)","02-3428-5112","http://www.gomyung.es.kr","02-3428-5117","남여공학","","N","일반계","","전기","주간","19801129","19801129","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7130112","서울고덕초등학교","Seoul Goduk Elementary School","서울특별시강동송파교육지원청","05221","서울특별시 강동구 아리수로82길 42","/ 고덕초등학교 (고덕동)","02-427-0525","www.goduk.es.kr","02-427-0185","남여공학","","N","일반계","","전기","주간","19831203","19840511","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7130111","서울거원초등학교","Seoul Guhwon Elementary School","서울특별시강동송파교육지원청","05789","서울특별시 송파구 양산로2길 26","(거여동/거원초등학교)","02-6919-3700","http://www.guhwon.es.kr","02-6919-3799","남여공학","","N","일반계","","전기","주간","19970901","19971107","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7130110","서울거여초등학교","Seoul Geoyeo Elementary School","서울특별시강동송파교육지원청","05731","서울특별시 송파구 마천로25길 18","(오금동/ 거여초등학교)","02-2160-5400","http://www.geo-yeo.es.kr","02-400-9478","남여공학","","N","일반계","","전기","주간","19670915","19671123","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7130109","서울개롱초등학교","Seoul Gaerong Elementary School","서울특별시강동송파교육지원청","05742","서울특별시 송파구 문정로 211","/ 서울개롱초등학교 (오금동)","02-3401-4467","http://www.gaerong.es.kr","02-3401-4473","남여공학","","N","해당없음","","전기","주간","20071101","20080501","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7130108","서울강일초등학교","Seoul Gangil Elementary School","서울특별시강동송파교육지원청","05213","서울특별시 강동구 아리수로98길 24","/ 서울강일초등학교 (강일동)","02-3426-6472","http://gangil.es.kr","02-3426-6451","남여공학","","N","일반계","","전기","주간","19930720","20090901","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7130107","서울강명초등학교","SEOUL GANGMYEONG  ELEMENTARY SCHOOL","서울특별시강동송파교육지원청","05285","서울특별시 강동구 상일로 74-1","(상일동)","02-426-0678","http://gme.es.kr","02-426-0679","남여공학","","N","해당없음","","전기","주간","20110301","20110504","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7130106","서울강동초등학교","Seoul Gangdong Elementary School","서울특별시강동송파교육지원청","05322","서울특별시 강동구 상암로14길 77","(천호동/서울강동초등학교)","02-489-3215","http://www.gangdong.es.kr","02-489-3217","남여공학","","N","일반계","","전기","주간","19760818","19770504","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7130105","서울강덕초등학교","Seoul Gangdeok Elementary School","서울특별시강동송파교육지원청","134803","서울특별시 강동구 동남로82길 94-54","(고덕동/서울강덕초등학교)","02-426-0871","http://gangdeok.sen.es.kr","02-426-0873","남여공학","","N","일반계","","전기","주간","19861217","20190902","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7130104","서울가주초등학교","Seoul Gaju Elementary School","서울특별시강동송파교육지원청","05823","서울특별시 송파구 오금로40길 37","/ 서울가주초등학교 (가락동/ 가주초등학교)","02-3401-0443","http://www.gaju.es.kr","02-402-7623","남여공학","","N","일반계","","전기","주간","19960810","19961108","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7130103","서울가원초등학교","Seoul Gawon Elementary School","서울특별시강동송파교육지원청","05834","서울특별시 송파구 중대로4길 8","(문정동/ 가원초등학교)","02-405-4555","http://www.gawon.es.kr","02-448-0188","남여공학","","N","일반계","","전기","주간","19881208","19890420","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7130102","서울가락초등학교","Seoul Garak Elementary School","서울특별시강동송파교육지원청","05698","서울특별시 송파구 송파대로37길 45","(가락동/ 가락초등학교)","02-3402-1161","https://garak.sen.es.kr/","02-3402-1145","남여공학","","N","일반계","","전기","주간","19810909","19810909","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7130101","서울가동초등학교","Seoul Gadong Elementary School","서울특별시강동송파교육지원청","05820","서울특별시 송파구 중대로20길 47","(가락동)","02-448-5766","http://gadong.es.kr","02-448-4459","남여공학","","N","일반계","","전기","주간","19900425","19900425","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","사립","7121340","우촌초등학교","Uchon Elementary School","서울특별시성북강북교육지원청","02831","서울특별시 성북구 성북로4길 52-1","(돈암동/우촌초등학교)","02-929-1671","http://www.uchon.es.kr","02-925-4486","남여공학","","N","일반계","","전기","주간","19650324","19650415","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","사립","7121339","영훈초등학교","Younghoon Elementary School","서울특별시성북강북교육지원청","01211","서울특별시 강북구 도봉로13가길 19","(미아동/학교법인영훈학원)","02-944-3600","http://www.younghoon.es.kr","02-982-5911","남여공학","","N","일반계","","전기","주간","19650925","19650925","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","사립","7121338","성신초등학교","Sungshin Elementary School","서울특별시성북강북교육지원청","02840","서울특별시 성북구 북악산로 918","(돈암동/성신초등학교)","02-921-1812","http://sungshin.sen.es.kr","02-921-1815","남여공학","","N","일반계","","전기","주간","19650308","19650428","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","사립","7121337","매원초등학교","Maewon Elementary School","서울특별시성북강북교육지원청","02828","서울특별시 성북구 북악산로 870","(돈암동)","02-922-6052","http://www.maewon.es.kr","02-921-1105","남여공학","","N","일반계","","전기","주간","19631205","19640309","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","사립","7121336","대광초등학교","Daegwang Elementary School","서울특별시성북강북교육지원청","02859","서울특별시 성북구 안암로 5","(보문동7가/대광초등학교)","02-923-2032","http://www.daegwang.or.kr","02-922-6195","남여공학","","N","일반계","","전기","주간","19651201","19660525","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","사립","7121335","광운초등학교","Kwangwoon Elementary School","서울특별시성북강북교육지원청","02763","서울특별시 성북구 한천로 694","/ 광운초등학교 (장위동/ 광운초등학교)","02-915-7312","http://kwangwoon.sen.es.kr","02-915-7515","남여공학","","N","일반계","","전기","주간","19651025","19651025","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7121334","서울화계초등학교","Seoul Hwagye Elementary School","서울특별시성북강북교육지원청","01158","서울특별시 강북구 솔매로50가길 25","(미아동)","02-986-7782","http://hwagye.es.kr","02-986-7784","남여공학","","N","일반계","","전기","주간","19670915","19671021","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7121333","서울청덕초등학교","Seoul Cheongdeok Elementary School","서울특별시성북강북교육지원청","02706","서울특별시 성북구 정릉로9라길 11","(정릉동/서울청덕초등학교)","02-914-8740","http://www.cheongdeok.es.kr","02-914-8557","남여공학","","N","일반계","","전기","주간","19670910","19671130","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7121332","서울정수초등학교","Seoul Jungsu Elementary School","서울특별시성북강북교육지원청","02813","서울특별시 성북구 정릉로24길 58","(정릉동/서울정수초등학교)","02-916-0051","http://www.jungsu.es.kr","02-942-5030","남여공학","","N","일반계","","전기","주간","19860406","19860406","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7121331","서울정릉초등학교","Seoul Jeongneung Elementary School","서울특별시성북강북교육지원청","02701","서울특별시 성북구 솔샘로25가길 8","(정릉동/서울정릉초등학교)","02-916-2590","http://jeongneung.sen.es.kr","02-942-7534","남여공학","","N","일반계","","전기","주간","19850710","19851025","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7121330","서울정덕초등학교","Seoul Jeongdeok Elementary School","서울특별시성북강북교육지원청","02826","서울특별시 성북구 아리랑로 63","(동소문동7가/서울정덕초등학교)","02-928-0422","http://www.jeongdeok.es.kr","02-923-5537","남여공학","","N","일반계","","전기","주간","19461101","19461101","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7121329","서울장위초등학교","Seoul Jangwi Elementary School","서울특별시성북강북교육지원청","02769","서울특별시 성북구 장월로8가길 41","(장위동/서울장위초등학교)","02-942-1772","www.jangwicho.es.kr","02-942-2302","남여공학","","N","일반계","","전기","주간","19461211","19491101","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7121328","서울장월초등학교","Seoul Jangwol Elementary School","서울특별시성북강북교육지원청","02758","서울특별시 성북구 한천로101길 66","(장위동/ 서울장월초등학교)","02-918-7822","http://jangwol.sen.es.kr","02-918-7824","남여공학","","N","해당없음","","전기","주간","20060719","20061030","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7121327","서울장곡초등학교","Seoul Janggok Elementary School","서울특별시성북강북교육지원청","02754","서울특별시 성북구 장월로23길 16","(장위동/서울장곡초등학교)","02-918-8494","http://janggok.sen.es.kr","02-919-9061","남여공학","","N","일반계","","전기","주간","19780222","19780321","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7121326","서울일신초등학교","Seoul Ilshin Elementary School","서울특별시성북강북교육지원청","02795","서울특별시 성북구 월곡로 74","(종암동/서울일신초등학교)","02-909-2893","http://www.ilshin.es.kr","02-909-2897","남여공학","","N","일반계","","전기","주간","20000901","20000901","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7121325","서울인수초등학교","Seoul Insu Elementary School","서울특별시성북강북교육지원청","01020","서울특별시 강북구 인수봉로 269","(수유동/서울인수초등학교)","02-902-2003","http://www.insu.es.kr","02-998-9774","남여공학","","N","일반계","","전기","주간","19820707","19821025","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7121324","서울유현초등학교","Seoul Yuhyeon Elementary School","서울특별시성북강북교육지원청","01095","서울특별시 강북구 인수봉로37길 24","(수유동/서울유현초등학교)","02-985-3121","http://youhyeon.sen.es.kr","02-985-3123","남여공학","","N","일반계","","전기","주간","19740605","19740605","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7121323","서울월곡초등학교","Seoul Wolgok Elementary School","서울특별시성북강북교육지원청","02747","서울특별시 성북구 장월로3길 42","(장위동/서울월곡초등학교)","02-941-1761","http://www.swg.es.kr","02-941-1763","남여공학","","N","일반계","","전기","주간","19710901","19720714","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7121322","서울우이초등학교","Seoul Wooi Elementary School","서울특별시성북강북교육지원청","01085","서울특별시 강북구 삼양로99길 36","(수유동/서울우이초등학교)","02-991-8722","http://wooi.sen.es.kr","02-998-7470","남여공학","","N","일반계","","전기","주간","19491002","19491002","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7121321","서울오현초등학교","Seoul Oh-hyun Elementary School","서울특별시성북강북교육지원청","01230","서울특별시 강북구 월계로 221","(번동/오현초등학교)","02-987-0419","http://ohhyun.sen.es.kr","02-989-9315","남여공학","","N","일반계","","전기","주간","19911002","19911002","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7121320","서울안암초등학교","Seoul Anam Elementary School","서울특별시성북강북교육지원청","02850","서울특별시 성북구 고려대로7가길 39","(안암동2가/ 서울안암초등학교)","02-926-4426","http://anam.sen.es.kr","02-926-1802","남여공학","","N","일반계","","전기","주간","19560324","19600607","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7121319","서울숭인초등학교","Seoul Soong-in Elementary School","서울특별시성북강북교육지원청","02741","서울특별시 성북구 오패산로16길 37","(하월곡동/서울숭인초등학교)","070-7126-8094","http://www.soongin.es.kr/","02-942-6683","남여공학","","N","일반계","","전기","주간","19370401","19370401","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7121318","서울숭례초등학교","Seoul Sungrye Elementary School","서울특별시성북강북교육지원청","02811","서울특별시 성북구 종암로5길 14","(종암동/서울숭례초등학교)","02-927-5611","http://www.sungrye.es.kr","02-927-5614","남여공학","","N","일반계","","전기","주간","19451101","19451101","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7121317","서울숭덕초등학교","Seoul Soongduck Elementary School","서울특별시성북강북교육지원청","02718","서울특별시 성북구 정릉로 279","(정릉동/서울숭덕초등학교)","02-911-1761","www.soongduck.es.kr","02-911-1251","남여공학","","N","일반계","","전기","주간","19450514","19450514","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7121316","서울숭곡초등학교","Seoul Soong-gok Elementary School","서울특별시성북강북교육지원청","02736","서울특별시 성북구 종암로40길 30","(하월곡동/서울숭곡초등학교)","02-912-5846","http://soonggok.es.kr/","02-942-2630","남여공학","","N","일반계","","전기","주간","19720301","19720301","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7121315","서울수유초등학교","Seoul Suyu Elementary School","서울특별시성북강북교육지원청","01116","서울특별시 강북구 삼양로74길 39","/ 수유초등학교","02-989-3724","http://suyu.es.kr","02-980-4631","남여공학","","N","일반계","","전기","주간","19670309","19670309","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7121314","서울수송초등학교","Seoul Soosong Elementary School","서울특별시성북강북교육지원청","01061","서울특별시 강북구 한천로124길 14","(번동)","02-996-6494","http://www.soosong.es.kr","02-994-1843","남여공학","","N","일반계","","전기","주간","20010901","20010901","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7121313","서울송천초등학교","Seoul Songcheon Elementary School","서울특별시성북강북교육지원청","01208","서울특별시 강북구 삼양로20길 29","(미아동/서울송천초등학교)","02-982-9511","http://song-cheon.sen.es.kr","02-984-4854","남여공학","","N","일반계","","전기","주간","19661216","19670419","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7121312","서울송중초등학교","Seoul Songjoong Elementary School","서울특별시성북강북교육지원청","01165","서울특별시 강북구 오현로 9","(미아동/송중초등학교)","02-985-1922","http://www.songjoong.es.kr","02-945-1829","남여공학","","N","일반계","","전기","주간","19830701","19831118","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7121311","서울성북초등학교","Seoul Seongbuk Elementary School","서울특별시성북강북교육지원청","02837","서울특별시 성북구 성북로 102-10","(성북동/서울성북초등학교)","02-764-5987","http://www.sungbuk.es.kr","02-762-1670","남여공학","","N","일반계","","전기","주간","19460901","19420303","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7121310","서울석관초등학교","Seoul Seokgwan Elementary School","서울특별시성북강북교육지원청","02783","서울특별시 성북구 돌곶이로22길 21","/ 서울석관초등학교 (석관동/서울석관초등학교)","02-959-1391","http://www.seokgwan.es.kr/","02-959-1390","남여공학","","N","일반계","","전기","주간","19710525","19711203","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7121309","서울석계초등학교","Seoul Seokgye Elementary School","서울특별시성북강북교육지원청","02780","서울특별시 성북구 한천로58길 273","(석관동)","02-964-9578","http://www.sukgye.es.kr","02-964-9580","남여공학","","N","해당없음","","전기","주간","20050301","20050603","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7121308","서울삼양초등학교","Seoul Samyang Elementary School","서울특별시성북강북교육지원청","01181","서울특별시 강북구 삼양로49길 17","(미아동/삼양초등학교)","02-987-8321","http://www.samyang.es.kr","02-987-8325","남여공학","","N","일반계","","전기","주간","19591110","19591110","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7121307","서울삼선초등학교","Seoul Samseon Elementary School","서울특별시성북강북교육지원청","02863","서울특별시 성북구 보문로29길 106","(삼선동3가/서울삼선초등학교)","02-742-1847","https://samsun.sen.es.kr","02-764-8289","남여공학","","N","일반계","","전기","주간","19490901","19490901","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7121306","서울삼각산초등학교","Seoul Samgaksan Elementary School","서울특별시성북강북교육지원청","01198","서울특별시 강북구 삼양로19길 141","(미아동/삼각산초등학교)","02-987-5784","http://www.samgaksan.es.kr","02-987-5786","남여공학","","N","일반계","","전기","주간","20011231","20020301","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7121305","서울번동초등학교","Seoul Beondong Elementary School","서울특별시성북강북교육지원청","01224","서울특별시 강북구 오현로 204","(번동/번동초등학교)","02-987-1863","http://www.beondong.es.kr","02-945-1725","남여공학","","N","일반계","","전기","주간","19910325","19910605","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7121304","서울미양초등학교","Seoul Miyang Elementary School","서울특별시성북강북교육지원청","01187","서울특별시 강북구 솔샘로 195","(미아동/미양초등학교)","02-989-9467","http://mi-yang.es.kr","02-985-1843","남여공학","","N","일반계","","전기","주간","19710105","19711113","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7121303","서울미아초등학교","Seoul Mia Elementary School","서울특별시성북강북교육지원청","02724","서울특별시 성북구 삼양로 77","(길음동/ 서울미아초등학교)","02-912-4014","www.mia.es.kr","02-942-4554","남여공학","","N","일반계","","전기","주간","19620328","19620328","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7121302","서울동신초등학교","Seoul Dongsin Elementary School","서울특별시성북강북교육지원청","02874","서울특별시 성북구 보문사길 50","(보문동3가/서울동신초등학교)","02-923-3870","http://dongsin.sen.es.kr","02-928-3478","남여공학","","N","일반계","","전기","주간","19481101","19481101","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7121301","서울돈암초등학교","Seoul Donam Elementary School","서울특별시성북강북교육지원청","02830","서울특별시 성북구 동소문로13길 38","(동소문동6가/서울돈암초등학교)","02-928-2010","http://www.donam.es.kr","02-928-6431","남여공학","","N","일반계","","전기","주간","19440930","19440930","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7121300","서울길음초등학교","Seoul Gireum Elementary School","서울특별시성북강북교육지원청","02723","서울특별시 성북구 길음로 142","(길음동/서울길음초등학교)","02-918-9983","http://www.gireum.es.kr/","02-918-9085","남여공학","","N","일반계","","전기","주간","19841205","19841205","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7121299","서울길원초등학교","Seoul Gilwon Elementary School","서울특별시성북강북교육지원청","02715","서울특별시 성북구 길음로15길 55","/ 서울길원초등학교 (길음동)","02-914-9369","http://www.gilwon.es.kr","02-914-9372","남여공학","","N","해당없음","","전기","주간","20060105","20060301","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7121298","서울개운초등학교","Seoul Gaewoon Elementary School","서울특별시성북강북교육지원청","02806","서울특별시 성북구 정릉로48길 52","(돈암동/서울개운초등학교)","02-925-8838","http://gaewoon.sen.es.kr/","02-925-8868","남여공학","","N","일반계","","전기","주간","20020710","20020710","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7091469","서울자곡초등학교","Seoul Jagok Elementary School","서울특별시강남서초교육지원청","06373","서울특별시 강남구 자곡로 150","(자곡동)","02-3413-8700","http://www.jagok.es.kr","02-3414-0030","남여공학","","N","","","전기","주간","20140901","20141024","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7091468","서울율현초등학교","Seoul Yulhyeon Elementary School","서울특별시강남서초교육지원청","06370","서울특별시 강남구 밤고개로21길 15","/ 서울율현초등학교 (자곡동)","02-3413-8804","http://www.yulhyeon.es.kr","02-3413-8880","남여공학","","N","","","전기","주간","20140828","20140828","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7091460","서울우솔초등학교","Seoul Woosol Elementary School","서울특별시강남서초교육지원청","06767","서울특별시 서초구 양재대로2길 74","/ 서울우솔초등학교 (우면동)","02-3463-9069","http://woosol.sen.es.kr","02-3463-9071","남여공학","","N","","","전기","주간","20130301","20130610","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7091458","서울세명초등학교","Seoul Semyung Elementary School","서울특별시강남서초교육지원청","06375","서울특별시 강남구 자곡로 55","/ 서울세명초등학교 (세곡동)","02-2040-0800","http://www.semyung.es.kr","02-451-6226","남여공학","","N","","","전기","주간","20120830","20121030","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7091419","서울우면초등학교","Seoul Woomyeon Elementary School","서울특별시강남서초교육지원청","06765","서울특별시 서초구 태봉로","59","02-2057-1671","http://woomyeon.es.kr","02-2057-1606","남여공학","","N","해당없음","","전기","주간","20120301","20120605","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7091418","서울학동초등학교","Seoul Hakdong Elementary School","서울특별시강남서초교육지원청","06100","서울특별시 강남구 선릉로115길 42","/ 서울학동초등학교 (논현동)","02-546-5185","http://hakdong.sen.es.kr/","02-546-6474","남여공학","","N","일반계","","전기","주간","19790126","19790411","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7091417","서울포이초등학교","Seoul Po-i Elementary School","서울특별시강남서초교육지원청","06311","서울특별시 강남구 개포로22길 87","/ 서울포이초등학교 (개포동/포이초등학교)","02-578-7334","http://poi.sen.es.kr","02-6009-5310","남여공학","","N","일반계","","전기","주간","19901024","19901024","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7091416","서울청담초등학교","Seoul Cheongdam Elementary School","서울특별시강남서초교육지원청","06010","서울특별시 강남구 압구정로71길 9","(청담동/청담초등학교)","02-542-3779","http://www.cheongdam.es.kr","02-3446-7080","남여공학","","N","일반계","","전기","주간","19800301","19800404","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7091415","서울잠원초등학교","Seoul Jamwon Elementary School","서울특별시강남서초교육지원청","06547","서울특별시 서초구 신반포로16길 15-25","(반포동/ 잠원초등학교)","02-599-4262","http://www.jamwon.es.kr","02-537-8248","남여공학","","N","일반계","","전기","주간","19780830","19781121","B10","서울특별시교육청","서울특별시","20230326"
"초등학교","공립","7091414","서울일원초등학교","Seoul Ilwon Elementary School","서울특별시강남서초교육지원청","06345","서울특별시 강남구 영동대로4길 20","(일원동/일원초등학교)","02-445-8815","www.ilwon.es.kr","02-445-6306","남여공학","","N","일반계","","전기","주간","19841010","19841010","B10","서울특별시교육청","서울특별시","20230326"
