"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총인원","본사종업원수","공장사무직종업원수","공장판매직종업원수","공장생산직종업원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지"
"3070000","3070000-114-2008-00001","20080111","","03","폐업","02","폐업","20090601","","","","02 9171990","663.20","136826","서울특별시 성북구 장위동 60-1 삼익A상가 101호","","","장석할인마트","2008-10-03 10:29:12","I","2018-08-31 23:59:59.0","기타식품판매업","205020.608686581    ","456783.766604012    ","기타식품판매업","","","","","","","","","","","임대","","","N","0","","",""
"3070000","3070000-114-2009-00002","20090420","","03","폐업","02","폐업","20090929","","","","02 9144488","840.00","136826","서울특별시 성북구 장위동 60-1 번지(104호~107호) ","","","엘마트","2009-04-21 12:36:59","I","2018-08-31 23:59:59.0","기타식품판매업","205020.608686581    ","456783.766604012    ","기타식품판매업","","","","","상수도전용","","","","","","임대","","","N","0","","",""
"3070000","3070000-114-2009-00004","20090820","","03","폐업","02","폐업","20091125","","","","02   3809733","321.95","136045","서울특별시 성북구 삼선동5가 334 번지 ","","","에브리데이삼선동점","2009-08-20 13:33:15","I","2018-08-31 23:59:59.0","기타식품판매업","201494.411782732    ","454018.193573792    ","기타식품판매업","","","","","상수도전용","","","","","","임대","","","N","0","","",""
"3070000","3070000-114-1995-00552","19951128","","01","영업/정상","01","영업","","","","","02 9218053","1,103.00","136060","서울특별시 성북구 돈암동 609-1 스카이프라자 동관 1401호 ","서울특별시 성북구 성북로4길 52 (돈암동,스카이프라자 동관 1401호)","02831","(주)지에스리테일","2016-01-27 15:57:58","I","2018-08-31 23:59:59.0","기타식품판매업","200841.726990037    ","454721.505180141    ","기타식품판매업","1","","주택가주변","기타","상수도전용","","0","0","0","0","","","","N","0","","",""
"3070000","3070000-114-1996-00553","19960627","","01","영업/정상","01","영업","","","","","0236720226","544.00","136823","서울특별시 성북구 성북동 94-1 ","서울특별시 성북구 성북로 122, 지하1층 (성북동)","02837","(주)이마트에브리데이 성북동점","2021-04-15 17:03:40","U","2021-04-17 02:40:00.0","기타식품판매업","199586.316865115    ","454632.316678757    ","기타식품판매업","3","5","주택가주변","기타","","","0","0","0","0","","","","N","0","","",""
"3070000","3070000-114-2005-00001","20050215","","01","영업/정상","01","영업","","","","","02 9185531","331.20","136120","서울특별시 성북구 상월곡동 101 동아아파트 상가동 B05호","서울특별시 성북구 장월로1길 28, 상가동 B05호 (상월곡동,동아아파트)","02753","제일홈마트","2017-10-20 15:01:47","I","2018-08-31 23:59:59.0","기타식품판매업","203941.348423305    ","456175.390394057    ","기타식품판매업","","","","","","","0","0","0","0","","","","N","0","","",""
"3180000","3180000-114-2021-00002","20210817","","01","영업/정상","01","영업","","","","","","439.90","150899","서울특별시 영등포구 영등포동 621","서울특별시 영등포구 영신로9라길 2, 1층 (영등포동)","07366","주식회사 힘찬식자재마트","2022-06-07 17:49:22","U","2021-12-06 00:09:00.0","기타식품판매업","191629.915866573","445606.119528792","","","","","","","","","","","","","","","","","","",""
"3070000","3070000-114-2005-00002","20050504","","01","영업/정상","01","영업","","","","","0232913333","372.30","136060","서울특별시 성북구 돈암동 636 브라운스톤 돈암아파트 상가동 101호","서울특별시 성북구 북악산로 844, 상가동 101호 (돈암동, 브라운스톤 돈암 아파트)","02828","(주)지에스리테일GS수퍼성북돈암점","2016-01-27 14:33:20","I","2018-08-31 23:59:59.0","기타식품판매업","201501.474496909    ","455061.698603977    ","기타식품판매업","","","","","","","0","0","0","0","","","","N","0","","",""
"3070000","3070000-114-2016-00003","20161227","","01","영업/정상","01","영업","","","","","070 42417046","621.52","136130","서울특별시 성북구 하월곡동 227 ","서울특별시 성북구 화랑로11길 26, 지상1층층 (하월곡동, 갑을명가아파트 1층상가(100호 외 28개호))","02751","제이엘마켓탑","2021-12-31 17:39:41","U","2022-01-02 02:40:00.0","기타식품판매업","203649.811269449    ","455662.299341418    ","기타식품판매업","0","0","","","","0","0","0","0","0","자가","0","0","N","621.52","","",""
"3110000","3110000-114-2014-00007","20140325","","01","영업/정상","01","영업","","","","","032 321 1135","1,907.00","122813","서울특별시 은평구 갈현동 469-1 호림리슈리안아파트","서울특별시 은평구 서오릉로 174, 지하1층 B01호 (갈현동, 호림리슈리안아파트)","03336","(주)해성마트","2022-06-07 18:02:33","I","2021-12-06 00:09:00.0","기타식품판매업","192371.887221182","456759.102149512","","","","","","","","","","","","","","","","","","",""
"3070000","3070000-114-2001-00002","20010825","","01","영업/정상","01","영업","","","","","0221171023","2,271.20","136800","서울특별시 성북구 길음동 20-1 (지하1층) ","서울특별시 성북구 동소문로 315, 지하1층 (길음동)","02730","(주)현대백화점미아점","2020-04-14 15:41:52","U","2020-04-16 02:40:00.0","기타식품판매업","202466.801104742    ","456227.571665528    ","기타식품판매업","","","","","","","0","0","0","0","","","","N","0","","",""
"3070000","3070000-114-2004-00003","20041001","","01","영업/정상","01","영업","","","","","02 9126704","750.00","136130","서울특별시 성북구 하월곡동 222 월곡두산위브아파트 ","서울특별시 성북구 오패산로 46, 상가동 157~160, 162~165호 (하월곡동, 월곡두산위브아파트)","02750","하나로마트월곡점","2021-04-27 14:11:04","U","2021-04-29 02:40:00.0","기타식품판매업","203318.127254872    ","456078.982123486    ","기타식품판매업","","","","","상수도전용","","0","0","0","0","자가","0","0","N","0","","",""
"3070000","3070000-114-2010-00001","20100526","","01","영업/정상","01","영업","","","","","0236698124","6,356.96","136865","서울특별시 성북구 하월곡동 46-73 코업스타클래스 (지하1층) ","서울특별시 성북구 화랑로 76 (하월곡동,코업스타클래스 (지하1층))","02751","홈플러스(주)월곡점","2021-05-31 11:39:31","U","2021-06-02 02:40:00.0","기타식품판매업","203502.004139568    ","455500.568972657    ","기타식품판매업","","","","","상수도전용","","0","0","0","0","임대","","","N","0","","",""
"3070000","3070000-114-2010-00002","20100830","","01","영업/정상","01","영업","","","","","02 9156683","589.00","136845","서울특별시 성북구 정릉동 407-3 (지상1층) ","서울특별시 성북구 보국문로 23 (정릉동,(지상1층))","02710","세계로마트정릉점","2020-06-24 14:13:23","U","2020-06-26 02:40:00.0","기타식품판매업","200857.722173421    ","456033.139552732    ","기타식품판매업","","","","","","","0","0","0","0","임대","","","N","0","","",""
"3080000","3080000-114-1996-00157","19961108","","03","폐업","02","폐업","20011015","","","","02 9454103","609.34","142816","서울특별시 강북구 미아동 703-13 ","","","진성유통할인매장","2002-08-02 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","201807.838930952    ","457546.401262101    ","기타식품판매업","0","0","주택가주변","자율","상수도전용","","","","","","","","","N","0","","",""
"3070000","3070000-114-2011-00002","20110214","","01","영업/정상","01","영업","","","","","02 9420066","1,041.52","136110","서울특별시 성북구 길음동 1286 길음뉴타운9단지래미안상가 상가동 217호","서울특별시 성북구 길음로9길 50, 상가동 217호 (길음동, 길음뉴타운9단지래미안상가 (217호~228호))","02721","(주)경기마트정릉","2020-06-16 11:37:40","U","2020-06-18 02:40:00.0","기타식품판매업","201648.204071174    ","455717.855906877    ","기타식품판매업","","","","","","","0","0","0","0","임대","","","N","0","","",""
"3070000","3070000-114-2012-00001","20120525","","01","영업/정상","01","영업","","","","","0269361252","9,438.20","136130","서울특별시 성북구 하월곡동 230 동일하이빌뉴시티 (지하1층,지하2층,지상1층) ","서울특별시 성북구 종암로 167, 지하1,2층,지상1층 (하월곡동, 동일하이빌뉴시티)","02734","(주)이마트 하월곡점","2020-04-13 14:58:06","U","2020-04-15 02:40:00.0","기타식품판매업","202667.468802014    ","455858.920803881    ","기타식품판매업","","","","","","","0","0","0","0","자가","","","N","0","","",""
"3070000","3070000-114-2013-00001","20130104","","01","영업/정상","01","영업","","","","","02 9150097","456.00","136845","서울특별시 성북구 정릉동 404-3 ","서울특별시 성북구 보국문로11길 5, 지상1층 (정릉동)","02710","금메달마트","2020-06-12 15:47:09","U","2020-06-14 02:40:00.0","기타식품판매업","200784.156749788    ","456203.311528278    ","기타식품판매업","","","","","","","0","0","0","0","임대","","","N","0","","",""
"3080000","3080000-114-1996-00225","19960627","","03","폐업","02","폐업","20161102","","","","02 9875167","477.60","142060","서울특별시 강북구 번동 242-4 주공아파트1단지 상가 지층1호 ","서울특별시 강북구 한천로105길 7 (번동,주공아파트1단지 상가 지층1호)","01230","주식회사 수정상사","2015-10-23 16:48:25","I","2018-08-31 23:59:59.0","기타식품판매업","204083.177112537    ","458197.61919645     ","기타식품판매업","0","0","주택가주변","기타","상수도전용","","0","0","0","0","","","","N","0","","",""
"3080000","3080000-114-2018-00003","20180917","","01","영업/정상","01","영업","","","","","02  987 5167","","142060","서울특별시 강북구 번동 242-4 ","서울특별시 강북구 한천로105길 7, 지1층 (번동)","01230","번동싱싱마트","2019-05-07 09:28:02","U","2019-05-09 02:40:00.0","기타식품판매업","204083.177112537    ","458197.61919645     ","기타식품판매업","","","","","","","","","","","","","","N","0","","",""
"3080000","3080000-114-2001-00368","20010111","","03","폐업","02","폐업","20171107","","","","02 9859500","","142861","서울특별시 강북구 번동 161-1 ","서울특별시 강북구 오현로32길 18 (번동)","01224","(주)킴스클럽마트 번동점","2017-11-07 15:13:42","I","2018-08-31 23:59:59.0","기타식품판매업","203480.440498484    ","458423.54511935     ","기타식품판매업","","","","","","","","","","","","","","N","0","","",""
"3080000","3080000-114-2010-00002","20100621","","03","폐업","02","폐업","20190227","","","","02  22905853","345.00","142100","서울특별시 강북구 미아동 813 110동 지하 5,6호 ","서울특별시 강북구 삼양로19길 25 (미아동,110동 지하 5,6호)","01200","롯데쇼핑(주)롯데슈퍼 미아점","2019-02-27 10:24:24","U","2019-03-01 02:40:00.0","기타식품판매업","201760.433753367    ","456845.373829971    ","기타식품판매업","","","","","상수도전용","","","","","","임대","","","N","0","","",""
"3080000","3080000-114-2011-00002","20111017","","03","폐업","02","폐업","20150721","","","","02  907 7676","590.00","142891","서울특별시 강북구 수유동 47-52 (덕릉로 59) ","서울특별시 강북구 덕릉로 59 (수유동,(덕릉로 59))","01081","강북농수산물유통센터","2011-10-17 15:36:37","I","2018-08-31 23:59:59.0","기타식품판매업","201704.450479355    ","459149.604395044    ","기타식품판매업","","","","","","","","","","","임대","","","N","590","","",""
"3080000","3080000-114-2011-00003","20111115","","03","폐업","02","폐업","20121130","","","","02   9898500","325.83","142886","서울특별시 강북구 수유동 472-304 ","서울특별시 강북구 삼양로79길 24-17 (수유동)","01100","엠엔케이모드니유통 럭키마트","2011-11-15 17:21:08","I","2018-08-31 23:59:59.0","기타식품판매업","201357.487353084    ","458750.390221395    ","기타식품판매업","","","","","","","","","","","자가","","","N","0","","",""
"3080000","3080000-114-2012-00001","20121206","","03","폐업","02","폐업","20161012","","","","","461.00","142886","서울특별시 강북구 수유동 472-304 ","서울특별시 강북구 삼양로79길 24-17 (수유동, 1,2층)","01100","홈마트","2016-08-11 17:03:36","I","2018-08-31 23:59:59.0","기타식품판매업","201357.487353084    ","458750.390221395    ","기타식품판매업","","","","","","","","","","","임대","","","N","0","","",""
"3080000","3080000-114-2016-00001","20161102","","03","폐업","02","폐업","20180910","","","","02  987 5167","477.60","142060","서울특별시 강북구 번동 242-4 지층1호 ","서울특별시 강북구 한천로105길 7, 지층 1호 (번동)","01230","국보마트","2018-09-10 13:29:07","U","2018-09-10 23:59:59.0","기타식품판매업","204083.177112537    ","458197.61919645     ","기타식품판매업","","","","","","","","","","","자가","","","N","0","","",""
"3080000","3080000-114-2016-00002","20161206","","03","폐업","02","폐업","20191113","","","","","600.00","142805","서울특별시 강북구 미아동 60-5 1층 ","서울특별시 강북구 도봉로 45, 1층 (미아동)","01211","주식회사 한강리테일","2019-11-15 09:30:17","U","2019-11-17 02:40:00.0","기타식품판매업","202536.541879297    ","456758.813670659    ","기타식품판매업","","","","","","","","","","","자가","","","N","0","","",""
"3080000","3080000-114-2018-00001","20180509","","03","폐업","02","폐업","20201207","","","","02  898 5236","","142872","서울특별시 강북구 수유동 2-5 삼성디지털프라자 ","서울특별시 강북구 노해로 13, 삼성디지털프라자 1층 (수유동)","01080","(주)신영종합음료(아이엠마트 신기범)","2020-12-07 15:28:19","U","2020-12-09 02:40:00.0","기타식품판매업","201934.79282603     ","459387.360361704    ","기타식품판매업","","","","","","","","","","","","","","N","0","","",""
"3080000","3080000-114-2002-00001","20020828","","03","폐업","02","폐업","20040730","","","","0209909778","348.22","142840","서울특별시 강북구 수유동 729 현대상가 ","","","(주)광산마트","2004-01-08 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","201567.676981911    ","460338.957849528    ","기타식품판매업","","","","","","","0","0","0","0","","","","N","0","","",""
"3080000","3080000-114-2003-00002","20030507","","03","폐업","02","폐업","20110503","","","","02 9824188","576.00","142809","서울특별시 강북구 미아동 131-6 ","","","할렐루야25시마트","2003-05-07 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","202443.441398401    ","457708.146944977    ","기타식품판매업","","","","","","","0","0","0","0","","","","N","0","","",""
"3080000","3080000-114-2004-00001","20040727","","03","폐업","02","폐업","20050601","","","","02 9951283","690.00","142876","서울특별시 강북구 수유동 168-12 신성빌딩 1층 ","","","(주)삼성할인마트","2004-07-27 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","202565.236807324    ","460003.117654631    ","기타식품판매업","","","","","","","0","0","0","0","","","","N","0","","",""
"3080000","3080000-114-2004-00002","20040730","","03","폐업","02","폐업","20060203","","","","02 9901761","348.00","142840","서울특별시 강북구 수유동 729 현대A.상가1층 ","","","후레쉬마트","2004-07-30 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","201567.676981911    ","460338.957849528    ","기타식품판매업","","","","","","","0","0","0","0","","","","N","0","","",""
"3080000","3080000-114-1999-00215","19990105","","03","폐업","02","폐업","20100414","","","","02 9806577","701.47","142823","서울특별시 강북구 미아동 777-33 ","","","아울렛마트 주식회사 삼양지점","2005-01-12 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","","","기타식품판매업","","","주택가주변","자율","상수도전용","","0","0","0","0","","","","N","0","","",""
"3080000","3080000-114-1999-00298","19990908","","03","폐업","02","폐업","20220114","","","","02 9815601","1,822.00","142874","서울특별시 강북구 수유동 54-5 ","서울특별시 강북구 도봉로67길 18 (수유동)","01117","롯데쇼핑(주)롯데슈퍼 수유점","2022-01-14 17:23:58","U","2022-01-16 02:40:00.0","기타식품판매업","201956.180985499    ","458714.365820521    ","기타식품판매업","0","0","주택가주변","자율","상수도전용","0","0","0","0","0","","0","0","N","0","","",""
"3080000","3080000-114-1999-00290","19991008","","03","폐업","02","폐업","20161028","","","","02 9885103","837.44","142866","서울특별시 강북구 번동 433-1 ","서울특별시 강북구 덕릉로 176 (번동)","01135","(주)지에스리테일","2016-01-25 17:06:37","I","2018-08-31 23:59:59.0","기타식품판매업","202888.313576922    ","459197.373185929    ","기타식품판매업","0","0","주택가주변","자율","상수도전용","","0","0","0","0","","","","N","0","","",""
"3080000","3080000-114-1999-00321","19991229","","03","폐업","02","폐업","20000501","","","","02 9450227","148.50","142874","서울특별시 강북구 수유동 50-75 ","","","대림하이퍼마켓","2002-08-02 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","201892.114537193    ","458840.846634921    ","기타식품판매업","0","0","주택가주변","자율","상수도전용","","","","","","","","","N","0","","",""
"3080000","3080000-114-2000-00362","20000914","","03","폐업","02","폐업","20010903","","","","02 9831045","530.15","142821","서울특별시 강북구 미아동 701-3 ","","","선경할인마트","2002-08-02 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","201589.777957863    ","457545.100871485    ","기타식품판매업","0","0","기타","기타","상수도전용","","","","","","","","","N","0","","",""
"3080000","3080000-114-2018-00002","20180810","","01","영업/정상","01","영업","","","","","02  980 3388","","142724","서울특별시 강북구 미아동 60-5 숭인시장 ","서울특별시 강북구 도봉로 45, 숭인시장 (미아동)","01211","숭인마트 식자재","2020-12-14 10:45:53","U","2020-12-16 02:40:00.0","기타식품판매업","202536.541879297    ","456758.813670659    ","기타식품판매업","","","","","","","","","","","","","","N","0","","",""
"3080000","3080000-114-2013-00001","20130227","","01","영업/정상","01","영업","","","","","","853.35","142874","서울특별시 강북구 수유동 63 지하층(B001,003,004,006,007,008,009,010호) ","서울특별시 강북구 도봉로 261 (수유동, 지하층(B001,003,004,006,007,008,009,010호))","01114","드림마트체인","2020-12-09 16:17:45","U","2020-12-11 02:40:00.0","기타식품판매업","202000.513660624    ","458815.97773382     ","기타식품판매업","","","","","상수도전용","","0","0","0","0","임대","","","N","0","","",""
"3080000","3080000-114-2015-00001","20150410","","01","영업/정상","01","영업","","","","","02  62140907","351.35","142810","서울특별시 강북구 미아동 202-12 ","서울특별시 강북구 도봉로 247, 1층 (미아동)","01118","주식회사 야채왕우리농산물","2018-05-21 16:13:59","I","2018-08-31 23:59:59.0","기타식품판매업","202064.514392342    ","458676.996928336    ","기타식품판매업","","","","","","","","","","","자가","","","N","0","","",""
"3080000","3080000-114-2000-00368","20010111","","01","영업/정상","01","영업","","","","","02 9859500","950.00","142861","서울특별시 강북구 번동 161-1 ","서울특별시 강북구 오현로32길 18 (번동)","01224","(주)이마트에브리데이 번동점","2021-04-30 15:57:41","U","2021-05-02 02:40:00.0","기타식품판매업","203480.440498484    ","458423.54511935     ","기타식품판매업","","","","","상수도전용","","0","0","0","0","","","","N","0","","",""
"3080000","3080000-114-2001-00001","20010904","","01","영업/정상","01","영업","","","","","02 9825949","730.00","142821","서울특별시 강북구 미아동 701-3 ","서울특별시 강북구 솔샘로 233 (미아동)","01189","동북쇼핑식자재마트","2016-05-20 16:00:01","I","2018-08-31 23:59:59.0","기타식품판매업","201589.777957863    ","457545.100871485    ","기타식품판매업","","","","","상수도전용","","0","0","0","0","","","","N","0","","",""
"3080000","3080000-114-2009-00001","20090721","","01","영업/정상","01","영업","","","","","02  32813651","360.00","142814","서울특별시 강북구 미아동 1351 두원프라자 112호 ","서울특별시 강북구 도봉로 157 (미아동, 두원프라자 112호)","01171","(주)이마트에브리데이 미아동점","2021-04-15 16:09:59","U","2021-04-17 02:40:00.0","기타식품판매업","202314.47965444     ","457821.853133872    ","기타식품판매업","","","","","","","0","0","0","0","","","","N","0","","",""
"3080000","3080000-114-2005-00002","20050714","","01","영업/정상","01","영업","","","","","9893366","479.30","142060","서울특별시 강북구 번동 306-11 지하1층 ","서울특별시 강북구 오현로 190 (번동,지하1층)","01224","한아름할인마트","2005-07-14 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","203407.529404484    ","458456.754651932    ","기타식품판매업","","","","","","","0","0","0","0","","","","N","0","","",""
"3080000","3080000-114-2010-00003","20101104","","01","영업/정상","01","영업","","","","","","550.00","142864","서울특별시 강북구 번동 418-1 ","서울특별시 강북구 도봉로 358 (번동)","01063","수유마트","2016-01-13 17:30:14","I","2018-08-31 23:59:59.0","기타식품판매업","202343.387488819    ","459654.425206785    ","기타식품판매업","","","","","","","0","0","0","0","임대","","","N","0","","",""
"3240000","3240000-114-2022-00002","20221108","","01","영업/정상","01","영업","","","","","02  21555168","961.32","134811","서울특별시 강동구 길동 348-6","서울특별시 강동구 양재대로 1504, B동 (길동)","05343","주식회사 오아시스 길동역점","2022-11-08 15:55:08","I","2021-10-31 23:00:00.0","기타식품판매업","212402.422645521","448634.438797854","","","","","","","","","","","","","","","","","","",""
"3080000","3080000-114-2015-00002","20151008","","01","영업/정상","01","영업","","","","","02  26719095","544.00","142874","서울특별시 강북구 수유동 50-75 109,118,119,104,105,107,110~114,117,120~122,124~146 ","서울특별시 강북구 도봉로71가길 11, 1층 (수유동, 109,118,119,104,105,107,110~114,117,120~)","01114","빅마트 수유점","2021-04-01 15:41:00","U","2021-04-03 02:40:00.0","기타식품판매업","201892.114537193    ","458840.846634921    ","기타식품판매업","","","","","","","","","","","자가","","","N","0","","",""
"3080000","3080000-114-2017-00001","20171128","","01","영업/정상","01","영업","","","","","02  996 8767","367.62","142070","서울특별시 강북구 수유동 568-82 1층 ","서울특별시 강북구 4.19로 32, 1층 (수유동)","01011","골드마트","2017-11-28 16:02:14","I","2018-08-31 23:59:59.0","기타식품판매업","200867.659414886    ","460576.260101332    ","기타식품판매업","","","","","","","","","","","자가","","","N","0","","",""
"3080000","3080000-114-2003-00001","20030129","","01","영업/정상","01","영업","","","","","0209840008","915.00","142100","서울특별시 강북구 미아동 1353-5 ","서울특별시 강북구 솔샘로 184 (미아동, 에스케이북한산시티주상가B201)","01192","주식회사 에스케이할인마트","2012-07-20 14:45:53","I","2018-08-31 23:59:59.0","기타식품판매업","201059.873232343    ","457514.212737818    ","기타식품판매업","","","","","상수도전용","","0","0","0","0","임대","","","N","0","","",""
"3080000","3080000-114-2005-00001","20050418","","01","영업/정상","01","영업","","","","","02 9072941","576.00","142864","서울특별시 강북구 번동 413-3 ","서울특별시 강북구 한천로123길 26 (번동)","01066","북부할인마트","2021-04-29 13:44:46","U","2021-05-01 02:40:00.0","기타식품판매업","202608.934103734    ","459320.030764534    ","기타식품판매업","","","","","","","0","0","0","0","","","","N","0","","",""
"3080000","3080000-114-2009-00002","20090915","","01","영업/정상","01","영업","","","","","02  980 5670","587.40","142815","서울특별시 강북구 미아동 318-5 ","서울특별시 강북구 도봉로33길 18 (미아동, 성북프라자 1층)","01175","하나로마트 미아점","2021-07-05 15:39:34","U","2021-07-07 02:40:00.0","기타식품판매업","202266.448738483    ","457691.802407444    ","기타식품판매업","","","","","","","","","","","","","","N","0","","",""
"3080000","3080000-114-1999-00363","19990702","","01","영업/정상","01","영업","","","","","02 9908791","558.54","142877","서울특별시 강북구 수유동 332-34 ","서울특별시 강북구 삼양로 450 (수유동)","01041","(주)삼주국민마트","2002-08-16 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","201391.668032987    ","460122.465435344    ","기타식품판매업","0","0","주택가주변","기타","상수도전용","","0","0","0","0","","","","N","0","","",""
"3080000","3080000-114-2000-00366","20000929","","01","영업/정상","01","영업","","","","","02 9928181","536.15","142870","서울특별시 강북구 수유동 405-5 ","서울특별시 강북구 삼양로91길 11-12 (수유동)","01090","정우마트","2013-01-15 09:41:33","I","2018-08-31 23:59:59.0","기타식품판매업","201354.553491054    ","459317.583083716    ","기타식품판매업","0","0","주택가주변","자율","상수도전용","","0","0","0","0","","","","N","0","","",""
"3080000","3080000-114-2000-00367","20001222","","01","영업/정상","01","영업","","","","","02 9042872","528.00","142872","서울특별시 강북구 수유동 32-2 ","서울특별시 강북구 노해로17길 21 (수유동)","01076","(주)삼우마트","2015-03-16 17:45:09","I","2018-08-31 23:59:59.0","기타식품판매업","201812.904685238    ","459775.992830125    ","기타식품판매업","","","","","상수도전용","","0","0","0","0","","","","N","0","","",""
"3080000","3080000-114-1996-00323","19960627","","03","폐업","02","폐업","20010319","","","","02 9974182","303.90","142070","서울특별시 강북구 수유동 381-2 ,3 ","","","수유시장(주)영풍하이퍼마켓","2002-08-01 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","201447.680915415    ","459900.993830562    ","기타식품판매업","","","주택가주변","기타","상수도전용","","","","","","","","","N","0","","",""
"3090000","3090000-114-1996-00218","19960628","","01","영업/정상","01","영업","","","","","02 9567334","315.00","132848","서울특별시 도봉구 방학동 662-26 ","서울특별시 도봉구 도당로 75 (방학동)","01356","주식회사 세계로마트","2011-03-22 15:38:50","I","2018-08-31 23:59:59.0","기타식품판매업","203055.62602483     ","462502.698810929    ","기타식품판매업","2","4","주택가주변","기타","상수도전용","","","","","","","","","N","0","","",""
"3080000","3080000-114-2003-00003","20030829","","03","폐업","02","폐업","20220817","","","","02 9884466","570.95","142804","서울특별시 강북구 미아동 52-1 1층","서울특별시 강북구 월계로7나길 4 (미아동,1층)","01218","그랜드마트","2022-08-17 14:21:35","U","2021-12-07 23:09:00.0","기타식품판매업","202909.390080615","456733.542887647","","","","","","","","","","","","","","","","","","",""
"3090000","3090000-114-2020-00001","20200818","","01","영업/정상","01","영업","","","","","","314.50","132896","서울특별시 도봉구 쌍문동 711 금강아미움파크타운 114~1호","서울특별시 도봉구 방학로5길 33, 1층 114~120, 123~126호 (쌍문동, 금강아미움파크타운)","01391","용호식자재마트","2020-08-18 16:01:11","I","2020-08-20 00:23:13.0","기타식품판매업","203296.164641727    ","462113.860476609    ","기타식품판매업","","","","","","","","","","","자가","","","N","0","","",""
"3090000","3090000-114-2018-00005","20181005","","01","영업/정상","01","영업","","","","","02  9550671","463.40","132854","서울특별시 도봉구 방학동 713-14 나동 ","서울특별시 도봉구 마들로 599, 나동 1층 (방학동)","01335","(주)씨스페이스방학점","2018-10-05 15:06:45","I","2018-10-07 02:36:51.0","기타식품판매업","204006.859775923    ","462364.588628395    ","기타식품판매업","","","","","","","","","","","자가","","","N","0","","",""
"3090000","3090000-114-2019-00001","20190517","","01","영업/정상","01","영업","","","","","02 9980031","335.83","132872","서울특별시 도봉구 쌍문동 215-1 지층, 1~3,5,7,9,11,13~16,18,20~23,25~29호 ","서울특별시 도봉구 해등로26길 7, 지층, 1~3,5,7,9,11,13~16,18,20~23,25~29호 (쌍문동)","01387","홈마트","2021-06-15 14:35:50","U","2021-06-17 02:40:00.0","기타식품판매업","202807.230907617    ","461791.719629655    ","기타식품판매업","","","","","","","","","","","임대","","","N","0","","",""
"3090000","3090000-114-2019-00002","20190722","","01","영업/정상","01","영업","","","","","","339.44","132800","서울특별시 도봉구 도봉동 30-1 도봉한신아파트 상가1동 지층 1호,16호","서울특별시 도봉구 도봉로180나길 41, 도봉한신아파트 상가1동 지층 1호,16호 (도봉동)","01318","주식회사 만인유통","2019-07-22 12:09:19","I","2019-07-24 02:21:44.0","기타식품판매업","204169.847670316    ","464814.717432497    ","기타식품판매업","","","","","","","","","","","임대","","","N","0","","",""
"3210000","3210000-114-2022-00002","20220615","","01","영업/정상","01","영업","","","","","02  380 5123","1,102.67","137180","서울특별시 서초구 내곡동 391 내곡 SH 플라자 1층","서울특별시 서초구 청계산로9길 70, 내곡 SH 플라자 1층 (내곡동)","06800","(주)이마트에브리데이 서초내곡점","2022-06-15 16:46:26","I","2021-12-05 23:08:00.0","기타식품판매업","","","","","","","","","","","","","","","","","","","","",""
"3090000","3090000-114-2000-00487","20000808","","03","폐업","02","폐업","20050615","","","","02 9564613","412.00","132818","서울특별시 도봉구 도봉동 595-1 ","","","북부농협도봉역하나로마트","2001-09-06 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","","","기타식품판매업","0","0","기타","기타","","","","","","","","","","N","0","","",""
"3090000","3090000-114-2007-00001","20070117","","01","영업/정상","01","영업","","","","","02 9030900","696.00","132920","서울특별시 도봉구 창동 628-20 ","서울특별시 도봉구 도봉로104길 53 (창동)","01460","(주)이마트에브리데이","2021-04-15 14:57:22","U","2021-04-17 02:40:00.0","기타식품판매업","203027.627111443    ","460124.418353378    ","기타식품판매업","","","","","","","0","0","0","0","임대","","","N","0","","",""
"3090000","3090000-114-2008-00002","20080516","","01","영업/정상","01","영업","","","","","02  34922288","720.00","132834","서울특별시 도봉구 방학동 461-2 ","서울특별시 도봉구 방학로15길 19 (방학동)","01362","더브러마트 방학점","2014-06-23 10:22:41","I","2018-08-31 23:59:59.0","기타식품판매업","202081.861176179    ","462020.915038838    ","기타식품판매업","","","","","","","","3","9","","임대","","","N","0","","",""
